$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072608.00,3600.78002,N,12919.14241,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*5E
$GNGGA,072608.10,3600.78009,N,12919.14250,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*55
$GNGGA,072608.20,3600.78015,N,12919.14257,E,5,12,0.54,64.1,M,24.3,M,1.2,0000*5F
$GNGGA,072608.30,3600.78020,N,12919.14265,E,5,12,0.54,64.1,M,24.3,M,0.3,0000*59
$GNGGA,072608.40,3600.78026,N,12919.14273,E,5,12,0.54,64.1,M,24.3,M,0.4,0000*58
$GNGGA,072608.50,3600.78031,N,12919.14282,E,5,12,0.54,64.1,M,24.3,M,0.5,0000*50
$GNGGA,072608.60,3600.78038,N,12919.14292,E,5,12,0.54,64.1,M,24.3,M,0.6,0000*58
$GNGGA,072608.70,3600.78044,N,12919.14300,E,5,12,0.54,64.1,M,24.3,M,0.7,0000*59
$GNGGA,072608.80,3600.78050,N,12919.14309,E,5,12,0.54,64.1,M,24.3,M,0.8,0000*55
$GNGGA,072608.90,3600.78057,N,12919.14319,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*53
$GNGGA,072609.00,3600.78063,N,12919.14328,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*56
$GNGGA,072609.10,3600.78068,N,12919.14336,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*52
$GNGGA,072609.20,3600.78075,N,12919.14344,E,5,12,0.54,64.1,M,24.3,M,1.2,0000*5B
$GNGGA,072609.30,3600.78080,N,12919.14352,E,5,12,0.54,64.1,M,24.3,M,0.3,0000*57
$GNGGA,072609.40,3600.78085,N,12919.14361,E,5,12,0.54,64.1,M,24.3,M,0.4,0000*52
$GNGGA,072609.50,3600.78089,N,12919.14370,E,5,12,0.54,64.1,M,24.3,M,0.5,0000*5E
$GNGGA,072609.60,3600.78094,N,12919.14380,E,5,12,0.54,64.1,M,24.3,M,0.6,0000*5D
$GNGGA,072609.70,3600.78100,N,12919.14390,E,5,12,0.54,64.1,M,24.3,M,0.7,0000*50
$GNGGA,072609.80,3600.78106,N,12919.14398,E,5,12,0.54,64.1,M,24.3,M,0.8,0000*5E
$GNGGA,072609.90,3600.78111,N,12919.14407,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*59
$GNGGA,072610.00,3600.78117,N,12919.14415,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*55
$GNGGA,072610.10,3600.78122,N,12919.14423,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*56
$GNGGA,072610.20,3600.78128,N,12919.14430,E,5,12,0.54,64.1,M,24.3,M,1.2,0000*5E
$GNGGA,072610.30,3600.78133,N,12919.14438,E,5,12,0.54,64.1,M,24.3,M,0.3,0000*5D
$GNGGA,072610.40,3600.78137,N,12919.14446,E,5,12,0.54,64.1,M,24.3,M,0.4,0000*50
$GNGGA,072610.50,3600.78142,N,12919.14454,E,5,12,0.54,64.1,M,24.3,M,0.5,0000*51
$GNGGA,072610.60,3600.78146,N,12919.14462,E,5,12,0.54,64.1,M,24.3,M,0.6,0000*50
$GNGGA,072610.70,3600.78151,N,12919.14470,E,5,12,0.54,64.1,M,24.3,M,0.7,0000*55
$GNGGA,072610.80,3600.78156,N,12919.14477,E,5,12,0.54,64.1,M,24.3,M,0.8,0000*55
$GNGGA,072610.90,3600.78161,N,12919.14486,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*5F
$GNGGA,072611.00,3600.78167,N,12919.14493,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*5D
$GNGGA,072611.10,3600.78172,N,12919.14499,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*53
$GNGGA,072611.20,3600.78177,N,12919.14505,E,5,12,0.54,64.1,M,24.3,M,0.2,0000*53
$GNGGA,072611.30,3600.78181,N,12919.14510,E,5,12,0.54,64.1,M,24.3,M,0.3,0000*5E
$GNGGA,072611.40,3600.78186,N,12919.14516,E,5,12,0.54,64.1,M,24.3,M,0.4,0000*5F
$GNGGA,072611.50,3600.78189,N,12919.14523,E,5,12,0.54,64.1,M,24.3,M,0.5,0000*56
$GNGGA,072611.60,3600.78192,N,12919.14529,E,5,12,0.54,64.1,M,24.3,M,0.6,0000*56
$GNGGA,072611.70,3600.78195,N,12919.14536,E,5,12,0.54,64.1,M,24.3,M,0.7,0000*5F
$GNGGA,072611.80,3600.78198,N,12919.14542,E,5,12,0.54,64.1,M,24.3,M,0.8,0000*51
$GNGGA,072611.90,3600.78201,N,12919.14547,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*57
$GNGGA,072612.00,3600.78203,N,12919.14551,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*50
$GNGGA,072612.10,3600.78206,N,12919.14554,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*50
$GNGGA,072612.20,3600.78209,N,12919.14557,E,5,12,0.54,64.1,M,24.3,M,0.2,0000*5D
$GNGGA,072612.30,3600.78211,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*58
$GNGGA,072612.40,3600.78213,N,12919.14560,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*51
$GNGGA,072612.50,3600.78214,N,12919.14561,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*57
$GNGGA,072612.60,3600.78214,N,12919.14560,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*56
$GNGGA,072612.70,3600.78213,N,12919.14560,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*51
$GNGGA,072612.80,3600.78213,N,12919.14561,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*50
$GNGGA,072612.90,3600.78211,N,12919.14561,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*52
$GNGGA,072613.00,3600.78210,N,12919.14560,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*52
$GNGGA,072613.10,3600.78209,N,12919.14559,E,5,12,0.54,64.2,M,24.3,M,0.1,0000*51
$GNGGA,072613.20,3600.78208,N,12919.14559,E,5,12,0.54,64.2,M,24.3,M,0.2,0000*50
$GNGGA,072613.30,3600.78207,N,12919.14559,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*5F
$GNGGA,072613.40,3600.78205,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*5C
$GNGGA,072613.50,3600.78204,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*5D
$GNGGA,072613.60,3600.78203,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*5A
$GNGGA,072613.70,3600.78201,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*58
$GNGGA,072613.80,3600.78200,N,12919.14558,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*59
$GNGGA,072613.90,3600.78199,N,12919.14560,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*51
$GNGGA,072614.00,3600.78199,N,12919.14561,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*56
$GNGGA,072614.10,3600.78198,N,12919.14562,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*54
$GNGGA,072614.20,3600.78197,N,12919.14565,E,5,12,0.54,64.2,M,24.3,M,1.2,0000*5C
$GNGGA,072614.30,3600.78195,N,12919.14569,E,5,12,0.54,64.2,M,24.3,M,1.3,0000*52
$GNGGA,072614.40,3600.78191,N,12919.14574,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*5B
$GNGGA,072614.50,3600.78188,N,12919.14580,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*58
$GNGGA,072614.60,3600.78183,N,12919.14584,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*57
$GNGGA,072614.70,3600.78178,N,12919.14587,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*50
$GNGGA,072614.80,3600.78173,N,12919.14590,E,5,12,0.54,64.1,M,24.3,M,0.8,0000*5E
$GNGGA,072614.90,3600.78168,N,12919.14595,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*51
$GNGGA,072615.00,3600.78162,N,12919.14600,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*54
$GNGGA,072615.10,3600.78156,N,12919.14605,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*55
$GNGGA,072615.20,3600.78150,N,12919.14613,E,5,12,0.54,64.2,M,24.3,M,1.2,0000*54
$GNGGA,072615.30,3600.78144,N,12919.14620,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*50
$GNGGA,072615.40,3600.78138,N,12919.14628,E,5,12,0.54,64.1,M,24.3,M,0.4,0000*50
$GNGGA,072615.50,3600.78131,N,12919.14636,E,5,12,0.54,64.1,M,24.3,M,0.5,0000*56
$GNGGA,072615.60,3600.78125,N,12919.14644,E,5,12,0.54,64.1,M,24.3,M,0.6,0000*56
$GNGGA,072615.70,3600.78119,N,12919.14650,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*5F
$GNGGA,072615.80,3600.78113,N,12919.14656,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*53
$GNGGA,072615.90,3600.78107,N,12919.14663,E,5,12,0.54,64.1,M,24.3,M,0.9,0000*53
$GNGGA,072616.00,3600.78100,N,12919.14670,E,5,12,0.54,64.1,M,24.3,M,1.0,0000*54
$GNGGA,072616.10,3600.78094,N,12919.14676,E,5,12,0.54,64.1,M,24.3,M,1.1,0000*5E
$GNGGA,072616.20,3600.78088,N,12919.14681,E,5,12,0.54,64.1,M,24.3,M,1.2,0000*5B
$GNGGA,072616.30,3600.78082,N,12919.14686,E,5,12,0.54,64.2,M,24.3,M,1.3,0000*55
$GNGGA,072616.40,3600.78077,N,12919.14692,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*5B
$GNGGA,072616.50,3600.78073,N,12919.14698,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*55
$GNGGA,072616.60,3600.78068,N,12919.14703,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*5C
$GNGGA,072616.70,3600.78064,N,12919.14707,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*54
$GNGGA,072616.80,3600.78060,N,12919.14711,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*57
$GNGGA,072616.90,3600.78057,N,12919.14713,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*51
$GNGGA,072617.00,3600.78054,N,12919.14714,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*55
$GNGGA,072617.10,3600.78052,N,12919.14714,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*53
$GNGGA,072617.20,3600.78050,N,12919.14714,E,5,12,0.54,64.2,M,24.3,M,1.2,0000*51
$GNGGA,072617.30,3600.78047,N,12919.14716,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*54
$GNGGA,072617.40,3600.78044,N,12919.14717,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*56
$GNGGA,072617.50,3600.78041,N,12919.14717,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*53
$GNGGA,072617.60,3600.78038,N,12919.14717,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*5D
$GNGGA,072617.70,3600.78036,N,12919.14717,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*53
$GNGGA,072617.80,3600.78033,N,12919.14716,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*57
$GNGGA,072617.90,3600.78030,N,12919.14714,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*56
$GNGGA,072618.00,3600.78027,N,12919.14712,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*58
$GNGGA,072618.10,3600.78022,N,12919.14709,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*57
$GNGGA,072618.20,3600.78017,N,12919.14705,E,5,12,0.54,64.2,M,24.3,M,1.2,0000*5D
$GNGGA,072618.30,3600.78011,N,12919.14700,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*5F
$GNGGA,072618.40,3600.78005,N,12919.14696,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*54
$GNGGA,072618.50,3600.77998,N,12919.14693,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*53
$GNGGA,072618.60,3600.77990,N,12919.14690,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*58
$GNGGA,072618.70,3600.77982,N,12919.14686,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*5C
$GNGGA,072618.80,3600.77976,N,12919.14683,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*52
$GNGGA,072618.90,3600.77967,N,12919.14681,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*50
$GNGGA,072619.00,3600.77959,N,12919.14678,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*5B
$GNGGA,072619.10,3600.77951,N,12919.14674,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*5F
$GNGGA,072619.20,3600.77943,N,12919.14670,E,5,12,0.54,64.2,M,24.3,M,0.2,0000*59
$GNGGA,072619.30,3600.77935,N,12919.14667,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*5E
$GNGGA,072619.40,3600.77925,N,12919.14663,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*5B
$GNGGA,072619.50,3600.77916,N,12919.14659,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*52
$GNGGA,072619.60,3600.77907,N,12919.14655,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*5E
$GNGGA,072619.70,3600.77898,N,12919.14651,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*5D
$GNGGA,072619.80,3600.77889,N,12919.14648,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*55
$GNGGA,072619.90,3600.77880,N,12919.14645,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*51
$GNGGA,072620.00,3600.77872,N,12919.14642,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*50
$GNGGA,072620.10,3600.77864,N,12919.14638,E,5,12,0.54,64.2,M,24.3,M,1.1,0000*5A
$GNGGA,072620.20,3600.77855,N,12919.14634,E,5,12,0.54,64.2,M,24.3,M,0.2,0000*55
$GNGGA,072620.30,3600.77847,N,12919.14630,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*52
$GNGGA,072620.40,3600.77839,N,12919.14626,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*5C
$GNGGA,072620.50,3600.77830,N,12919.14623,E,5,12,0.54,64.2,M,24.3,M,0.5,0000*50
$GNGGA,072620.60,3600.77823,N,12919.14621,E,5,12,0.54,64.2,M,24.3,M,0.6,0000*50
$GNGGA,072620.70,3600.77815,N,12919.14619,E,5,12,0.54,64.2,M,24.3,M,0.7,0000*5E
$GNGGA,072620.80,3600.77807,N,12919.14616,E,5,12,0.54,64.2,M,24.3,M,0.8,0000*52
$GNGGA,072620.90,3600.77800,N,12919.14613,E,5,12,0.54,64.2,M,24.3,M,0.9,0000*50
$GNGGA,072621.00,3600.77792,N,12919.14611,E,5,12,0.54,64.2,M,24.3,M,1.0,0000*56
$GNGGA,072621.10,3600.77785,N,12919.14606,E,5,12,0.54,64.2,M,24.3,M,0.1,0000*57
$GNGGA,072621.20,3600.77778,N,12919.14602,E,5,12,0.54,64.2,M,24.3,M,0.2,0000*51
$GNGGA,072621.30,3600.77771,N,12919.14598,E,5,12,0.54,64.2,M,24.3,M,0.3,0000*58
$GNGGA,072621.40,3600.77764,N,12919.14596,E,5,12,0.54,64.2,M,24.3,M,0.4,0000*52
$GNGGA,072621.50,3600.77757,N,12919.14594,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*51
$GNGGA,072621.60,3600.77751,N,12919.14591,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*52
$GNGGA,072621.70,3600.77745,N,12919.14589,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*5E
$GNGGA,072621.80,3600.77739,N,12919.14586,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*5A
$GNGGA,072621.90,3600.77733,N,12919.14582,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*54
$GNGGA,072622.00,3600.77727,N,12919.14579,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*57
$GNGGA,072622.10,3600.77722,N,12919.14576,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*5D
$GNGGA,072622.20,3600.77718,N,12919.14572,E,5,12,0.54,64.3,M,24.3,M,1.2,0000*50
$GNGGA,072622.30,3600.77713,N,12919.14569,E,5,12,0.54,64.3,M,24.3,M,1.3,0000*51
$GNGGA,072622.40,3600.77709,N,12919.14566,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*54
$GNGGA,072622.50,3600.77705,N,12919.14564,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*5A
$GNGGA,072622.60,3600.77701,N,12919.14562,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*58
$GNGGA,072622.70,3600.77698,N,12919.14561,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*5A
$GNGGA,072622.80,3600.77696,N,12919.14561,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*54
$GNGGA,072622.90,3600.77694,N,12919.14562,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*55
$GNGGA,072623.00,3600.77693,N,12919.14562,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*52
$GNGGA,072623.10,3600.77693,N,12919.14562,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*52
$GNGGA,072623.20,3600.77692,N,12919.14562,E,5,12,0.54,64.3,M,24.3,M,1.2,0000*53
$GNGGA,072623.30,3600.77692,N,12919.14561,E,5,12,0.54,64.4,M,24.3,M,0.3,0000*56
$GNGGA,072623.40,3600.77693,N,12919.14561,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*57
$GNGGA,072623.50,3600.77693,N,12919.14561,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*57
$GNGGA,072623.60,3600.77693,N,12919.14560,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*56
$GNGGA,072623.70,3600.77693,N,12919.14560,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*56
$GNGGA,072623.80,3600.77693,N,12919.14560,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*56
$GNGGA,072623.90,3600.77693,N,12919.14559,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*5C
$GNGGA,072624.00,3600.77693,N,12919.14559,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*5D
$GNGGA,072624.10,3600.77694,N,12919.14558,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*5B
$GNGGA,072624.20,3600.77694,N,12919.14556,E,5,12,0.54,64.3,M,24.3,M,1.2,0000*55
$GNGGA,072624.30,3600.77695,N,12919.14553,E,5,12,0.54,64.3,M,24.3,M,1.3,0000*51
$GNGGA,072624.40,3600.77696,N,12919.14549,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*58
$GNGGA,072624.50,3600.77698,N,12919.14544,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*5B
$GNGGA,072624.60,3600.77699,N,12919.14539,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*50
$GNGGA,072624.70,3600.77701,N,12919.14532,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*5B
$GNGGA,072624.80,3600.77703,N,12919.14526,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*5C
$GNGGA,072624.90,3600.77704,N,12919.14518,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*56
$GNGGA,072625.00,3600.77705,N,12919.14511,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*5E
$GNGGA,072625.10,3600.77705,N,12919.14504,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*5A
$GNGGA,072625.20,3600.77706,N,12919.14496,E,5,12,0.54,64.3,M,24.3,M,1.2,0000*53
$GNGGA,072625.30,3600.77706,N,12919.14488,E,5,12,0.54,64.3,M,24.3,M,0.3,0000*5D
$GNGGA,072625.40,3600.77707,N,12919.14480,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*54
$GNGGA,072625.50,3600.77708,N,12919.14471,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*55
$GNGGA,072625.60,3600.77710,N,12919.14463,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*5F
$GNGGA,072625.70,3600.77711,N,12919.14455,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*5B
$GNGGA,072625.80,3600.77713,N,12919.14445,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*58
$GNGGA,072625.90,3600.77715,N,12919.14437,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*5B
$GNGGA,072626.00,3600.77716,N,12919.14427,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*5B
$GNGGA,072626.10,3600.77716,N,12919.14416,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*59
$GNGGA,072626.20,3600.77716,N,12919.14406,E,5,12,0.54,64.3,M,24.3,M,0.2,0000*59
$GNGGA,072626.30,3600.77716,N,12919.14396,E,5,12,0.54,64.3,M,24.3,M,0.3,0000*57
$GNGGA,072626.40,3600.77716,N,12919.14385,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*55
$GNGGA,072626.50,3600.77717,N,12919.14375,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*5B
$GNGGA,072626.60,3600.77718,N,12919.14366,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*56
$GNGGA,072626.70,3600.77719,N,12919.14357,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*55
$GNGGA,072626.80,3600.77720,N,12919.14347,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*5E
$GNGGA,072626.90,3600.77721,N,12919.14338,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*57
$GNGGA,072627.00,3600.77721,N,12919.14328,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*56
$GNGGA,072627.10,3600.77721,N,12919.14317,E,5,12,0.54,64.3,M,24.3,M,1.1,0000*5A
$GNGGA,072627.20,3600.77721,N,12919.14308,E,5,12,0.54,64.3,M,24.3,M,0.2,0000*55
$GNGGA,072627.30,3600.77720,N,12919.14299,E,5,12,0.54,64.3,M,24.3,M,0.3,0000*5D
$GNGGA,072627.40,3600.77719,N,12919.14290,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*5E
$GNGGA,072627.50,3600.77719,N,12919.14281,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*5E
$GNGGA,072627.60,3600.77719,N,12919.14272,E,5,12,0.54,64.3,M,24.3,M,0.6,0000*52
$GNGGA,072627.70,3600.77719,N,12919.14263,E,5,12,0.54,64.3,M,24.3,M,0.7,0000*52
$GNGGA,072627.80,3600.77719,N,12919.14255,E,5,12,0.54,64.3,M,24.3,M,0.8,0000*57
$GNGGA,072627.90,3600.77719,N,12919.14246,E,5,12,0.54,64.3,M,24.3,M,0.9,0000*55
$GNGGA,072628.00,3600.77719,N,12919.14238,E,5,12,0.54,64.3,M,24.3,M,1.0,0000*52
$GNGGA,072628.10,3600.77718,N,12919.14230,E,5,12,0.54,64.3,M,24.3,M,0.1,0000*5A
$GNGGA,072628.20,3600.77717,N,12919.14223,E,5,12,0.54,64.3,M,24.3,M,0.2,0000*57
$GNGGA,072628.30,3600.77716,N,12919.14217,E,5,12,0.54,64.3,M,24.3,M,0.3,0000*51
$GNGGA,072628.40,3600.77714,N,12919.14212,E,5,12,0.54,64.3,M,24.3,M,0.4,0000*56
$GNGGA,072628.50,3600.77713,N,12919.14207,E,5,12,0.54,64.3,M,24.3,M,0.5,0000*55
$GNGGA,072628.60,3600.77712,N,12919.14203,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*57
$GNGGA,072628.70,3600.77711,N,12919.14198,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*55
$GNGGA,072628.80,3600.77710,N,12919.14195,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*59
$GNGGA,072628.90,3600.77709,N,12919.14193,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*57
$GNGGA,072629.00,3600.77709,N,12919.14191,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*55
$GNGGA,072629.10,3600.77709,N,12919.14190,E,5,12,0.54,64.4,M,24.3,M,0.1,0000*55
$GNGGA,072629.20,3600.77708,N,12919.14189,E,5,12,0.54,64.4,M,24.3,M,0.2,0000*5C
$GNGGA,072629.30,3600.77708,N,12919.14188,E,5,12,0.54,64.4,M,24.3,M,0.3,0000*5D
$GNGGA,072629.40,3600.77708,N,12919.14187,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*52
$GNGGA,072629.50,3600.77708,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*53
$GNGGA,072629.60,3600.77708,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*53
$GNGGA,072629.70,3600.77707,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*5C
$GNGGA,072629.80,3600.77707,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*5C
$GNGGA,072629.90,3600.77707,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*5C
$GNGGA,072630.00,3600.77707,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*55
$GNGGA,072630.10,3600.77706,N,12919.14187,E,5,12,0.54,64.4,M,24.3,M,1.1,0000*55
$GNGGA,072630.20,3600.77705,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,1.2,0000*57
$GNGGA,072630.30,3600.77704,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,1.3,0000*56
$GNGGA,072630.40,3600.77703,N,12919.14186,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*50
$GNGGA,072630.50,3600.77702,N,12919.14185,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*52
$GNGGA,072630.60,3600.77701,N,12919.14185,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*51
$GNGGA,072630.70,3600.77699,N,12919.14184,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*50
$GNGGA,072630.80,3600.77696,N,12919.14183,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*58
$GNGGA,072630.90,3600.77690,N,12919.14184,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*59
$GNGGA,072631.00,3600.77684,N,12919.14183,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*5B
$GNGGA,072631.10,3600.77678,N,12919.14182,E,5,12,0.54,64.4,M,24.3,M,1.1,0000*59
$GNGGA,072631.20,3600.77670,N,12919.14181,E,5,12,0.54,64.4,M,24.3,M,1.2,0000*52
$GNGGA,072631.30,3600.77664,N,12919.14180,E,5,12,0.54,64.4,M,24.3,M,1.3,0000*56
$GNGGA,072631.40,3600.77657,N,12919.14178,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*50
$GNGGA,072631.50,3600.77650,N,12919.14177,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*58
$GNGGA,072631.60,3600.77642,N,12919.14175,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*59
$GNGGA,072631.70,3600.77634,N,12919.14173,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*5E
$GNGGA,072631.80,3600.77627,N,12919.14171,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*5E
$GNGGA,072631.90,3600.77618,N,12919.14170,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*53
$GNGGA,072632.00,3600.77610,N,12919.14169,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*51
$GNGGA,072632.10,3600.77603,N,12919.14169,E,5,12,0.54,64.4,M,24.3,M,1.1,0000*53
